:START_ID,:END_ID,:TYPE
"University of Southern Mississippi","East Carolina University",COAUTHORED_WITH
"East Carolina University","Spartanburg Regional Healthcare System, 101 East Wood Street, Spartanburg, SC 29303, United States",COAUTHORED_WITH
"China Telecom Americas, Inc., San Jose, CA 95110, United States","North Dakota State University",COAUTHORED_WITH
"East Carolina University","Instituto de Estructura de la Materia, Consejo Superior de Investigaciones Científicas, Serrano 121, Madrid, 28006, Spain",COAUTHORED_WITH
"Nanjing University of Sci. and Tech.","East Carolina University",COAUTHORED_WITH
"Auburn University","East Carolina University",COAUTHORED_WITH
"Kansas State University","East Carolina University",COAUTHORED_WITH
"Kansas State University","East Carolina University",COAUTHORED_WITH
"United States Air Force Academy, Department of Management, USAF Academy, 2354 Fairchild DriveCO, United States","East Carolina University Department of Engineering",COAUTHORED_WITH
"TCC Publishing, Inc., Greenville, NC, 25858, United States","East Carolina University",COAUTHORED_WITH
"TCC Publishing, Inc., Greenville, NC, 25858, United States","East Carolina University",COAUTHORED_WITH
"University of Notre Dame","Texas Tech University",COAUTHORED_WITH
"East Carolina University","Xi'an Jiaotong University",COAUTHORED_WITH
"Florida State University","Florida A and M University",COAUTHORED_WITH
"Marist College","University of New Orleans",COAUTHORED_WITH
"Marist College","University of New Orleans",COAUTHORED_WITH
"Okayama University","East Carolina University",COAUTHORED_WITH
"East Carolina University","University of Tennessee",COAUTHORED_WITH
"East Carolina University","Fort Hays State University",COAUTHORED_WITH
"East Carolina University","Rhode Island College",COAUTHORED_WITH
"East Carolina University","Rhode Island College",COAUTHORED_WITH
"University of Belgrade","East Carolina University",COAUTHORED_WITH
"Renaissance Computing Institute (RENCI)","East Carolina University",COAUTHORED_WITH
"East Carolina University","Wake Forest University",COAUTHORED_WITH
"East Carolina University","Florida State University",COAUTHORED_WITH
"East Carolina University","Florida State University",COAUTHORED_WITH
"East Carolina University","Florida State University",COAUTHORED_WITH
"University of Houston","East Carolina University",COAUTHORED_WITH
"East Carolina University","University of North Carolina at Chapel Hill",COAUTHORED_WITH
"State University of New York Geneseo","East Carolina University",COAUTHORED_WITH
"Ohio University","East Carolina University",COAUTHORED_WITH
"Ohio University","East Carolina University",COAUTHORED_WITH
"East Carolina University","División de Fésica Aplicada, Centro de Investigación Cientéfica y de Educación Superior de Ensenada, Apartado Postal 2732, Ensenada, B.C., 22800, Mexico",COAUTHORED_WITH
"Xi'an Jiaotong University","Beijing Jiaotong University",COAUTHORED_WITH
"East Carolina University","University of Kentucky",COAUTHORED_WITH
"East Carolina University","University of Kentucky",COAUTHORED_WITH
"Swarmotics LLC, Laramie, United States","East Carolina University",COAUTHORED_WITH
"School of Resources and Environment, UESTC, Chengdu, China","East Carolina University",COAUTHORED_WITH
"East Carolina University","Pennsylvania State University",COAUTHORED_WITH
"East Carolina University","Pennsylvania State University",COAUTHORED_WITH
"East Carolina University","Pennsylvania State University",COAUTHORED_WITH
"East Carolina University","Research and Production Corporation Radiy, 29 Geroyev Stalingrada St., Kirovograd, Ukraine",COAUTHORED_WITH
"Ingersoll Rand University","East Carolina University",COAUTHORED_WITH
"East Carolina University","Western Carolina University",COAUTHORED_WITH
"East Carolina University","Western Carolina University",COAUTHORED_WITH
"East Carolina University","Illinois State University",COAUTHORED_WITH
"Harbin Institute of Technology","East China University of Science and Technology",COAUTHORED_WITH
"University of Arkansas","East Carolina University",COAUTHORED_WITH
"University of Arkansas","East Carolina University",COAUTHORED_WITH
"Michigan State University","Purdue University",COAUTHORED_WITH
"University of Toledo","East Carolina University",COAUTHORED_WITH
"INRIA Lille Nord Europe, Lille, France","East Carolina University",COAUTHORED_WITH
"Pennsylvania State University","Nanjing University of Posts and Telecommunications",COAUTHORED_WITH
"Department of Physics and Astronomy and Institute for Surface and Interface Science","Surface Optics Corporation, P. O. Box 261602, San Diego, 92196, United States",COAUTHORED_WITH
"East Carolina University","Services for the Blind, 404 St. Andrew Drive, Greenville, NC 27834, United States",COAUTHORED_WITH
"East Carolina University","Services for the Blind, 404 St. Andrew Drive, Greenville, NC 27834, United States",COAUTHORED_WITH
"DePaul University","East Carolina University",COAUTHORED_WITH
"DePaul University","East Carolina University",COAUTHORED_WITH
"DePaul University","East Carolina University",COAUTHORED_WITH
"Toyohashi University of Technology","East Carolina University",COAUTHORED_WITH
"Waynesburg University","Saint John's University",COAUTHORED_WITH
"División de Fésica Aplicada, Centro de Investigación Cientéfica y de Educación Superior de Ensenada, Apartado Postal 2732, Ensenada, B.C., 22800, Mexico","Instituto de Estructura de la Materia, Consejo Superior de Investigaciones Científicas, Serrano 121, Madrid, 28006, Spain",COAUTHORED_WITH
"East Carolina University","George Washington University",COAUTHORED_WITH
"Old Dominion University","East Carolina University",COAUTHORED_WITH
"Old Dominion University","East Carolina University",COAUTHORED_WITH
"Old Dominion University","East Carolina University",COAUTHORED_WITH
"East Carolina University","Central South University",COAUTHORED_WITH
"Penn State University","East Carolina University",COAUTHORED_WITH
"East Carolina University","Oxford Brookes University",COAUTHORED_WITH
"McGill University 3480 University St.","Department of Math/Computer Science East Carolina University Greenville",COAUTHORED_WITH
"División de Fésica Aplicada, Centro de Investigación Cientéfica y de Educación Superior de Ensenada, Apartado Postal 2732, Ensenada, B.C., 22800, Mexico","Department of Physics and Astronomy and Institute for Surface and Interface Science",COAUTHORED_WITH
"Center for Creative Leadership, One Leadership Place, Greensboro, NC 27438-6300, United States","North Carolina State University",COAUTHORED_WITH
"East Carolina University","Auburn University",COAUTHORED_WITH
"Southern Polytechnic State University","East Carolina University",COAUTHORED_WITH
"Dalton State University","East Carolina University",COAUTHORED_WITH
"Radford University","East Carolina University",COAUTHORED_WITH
"East Carolina University","Cardiff University",COAUTHORED_WITH
"St. Joseph Engineering College","National Institute of Technology",COAUTHORED_WITH
"East Carolina University","Augusta State University",COAUTHORED_WITH
"East Carolina University","Augusta State University",COAUTHORED_WITH
"East Carolina University","Augusta State University",COAUTHORED_WITH
"The University of Alabama","JiShou University",COAUTHORED_WITH
"East Carolina University","University of Geosciences",COAUTHORED_WITH
"East Carolina University","University of Geosciences",COAUTHORED_WITH
"East Carolina University","University of Georgia",COAUTHORED_WITH
"East Carolina University","University of Georgia",COAUTHORED_WITH
"East Carolina University","University of Georgia",COAUTHORED_WITH
"East Carolina University","University of Georgia",COAUTHORED_WITH
"East Carolina University","University of Georgia",COAUTHORED_WITH
"East Carolina University Department of Engineering","United States Air Force Academy, Department of Management, USAF Academy, 2354 Fairchild DriveCO, United States",COAUTHORED_WITH
"Sun Yat-Sen University","JiShou University",COAUTHORED_WITH
"Illinois State University","East Carolina University",COAUTHORED_WITH
"East Carolina University","University of British Columbia",COAUTHORED_WITH
"East Carolina University","University of British Columbia",COAUTHORED_WITH
"Universityersidad de Talca","University of California",COAUTHORED_WITH
"División de Fésica Aplicada, Centro de Investigación Cientéfica y de Educación Superior de Ensenada, Apartado Postal 2732, Ensenada, B.C., 22800, Mexico","East Carolina University",COAUTHORED_WITH
"Okanagan College","Computer Science and Artificial Intelligence Laboratory, MIT, Cambridge, MA 02139, United States",COAUTHORED_WITH
"University of California","East Carolina University",COAUTHORED_WITH
"East Carolina University","University of Houston-Clear Lake",COAUTHORED_WITH
"Beijing University of Aeronautics and Astronautics","East Carolina University",COAUTHORED_WITH
"East Carolina University","Florida International University",COAUTHORED_WITH
"East Carolina University","Florida International University",COAUTHORED_WITH
"University of Alabama","East Carolina University",COAUTHORED_WITH
"North Carolina State University","Center for Creative Leadership, One Leadership Place, Greensboro, NC 27438-6300, United States",COAUTHORED_WITH
"East Carolina University","University of Memphis",COAUTHORED_WITH
"East Carolina University","University of Electronic Science and Technology of China",COAUTHORED_WITH
"East Carolina University","University of Electronic Science and Technology of China",COAUTHORED_WITH
"Robotics in Mining McGill University Montreal","Computer Science East Carolina University",COAUTHORED_WITH
"East Carolina University","Grambling State University",COAUTHORED_WITH
"East Carolina University","University of Waterloo",COAUTHORED_WITH
"East Carolina University","Center for Information Geoscience, UESTC 2006 Xiyuan Avenue West Hi-tech Zone Chengdu, Sichuan, China",COAUTHORED_WITH
"University of Tennessee at Martin","Utah Valley University",COAUTHORED_WITH
"University of Maryland","Ohio State University",COAUTHORED_WITH
"Portland State University","East Carolina University",COAUTHORED_WITH
"Portland State University","East Carolina University",COAUTHORED_WITH
"Portland State University","East Carolina University",COAUTHORED_WITH
"Texas A and M University","University of Victoria",COAUTHORED_WITH
"East Carolina University","University of Pittsburgh",COAUTHORED_WITH
"East Carolina University","University of Pittsburgh",COAUTHORED_WITH
"Toyohashi University of Technology","Okayama University",COAUTHORED_WITH
"Carnegie Mellon University","East Carolina University",COAUTHORED_WITH
"Carnegie Mellon University","East Carolina University",COAUTHORED_WITH
"East Carolina University","Woxsen School of Business, Jubilee Road No. 36, Hyderabad, India",COAUTHORED_WITH
"East Carolina University","Shanghai Institute of Satellite Engineering",COAUTHORED_WITH
"East Carolina University","Utah Valley University",COAUTHORED_WITH
"Oxford Brookes University","East Carolina University",COAUTHORED_WITH
"East Carolina University Science and Technology Complex","East Carolina University Science and Technology Complex",COAUTHORED_WITH
"East Carolina University Science and Technology Complex","East Carolina University Science and Technology Complex",COAUTHORED_WITH
"East Carolina University Science and Technology Complex","East Carolina University Science and Technology Complex",COAUTHORED_WITH
"East Carolina University Science and Technology Complex","East Carolina University Science and Technology Complex",COAUTHORED_WITH
"East Carolina University Science and Technology Complex","East Carolina University Science and Technology Complex",COAUTHORED_WITH
"East Carolina University Science and Technology Complex","East Carolina University Science and Technology Complex",COAUTHORED_WITH
"East Carolina University","Harbin Institute of Technology",COAUTHORED_WITH
"Victoria University","University of Victoria",COAUTHORED_WITH
"South Carolina State University","Elizabeth City State University",COAUTHORED_WITH
"East Carolina University","Oregon State University",COAUTHORED_WITH
"University of Waterloo","London School of Hygiene and Tropical Medicine, London WC1E 7HT, United Kingdom",COAUTHORED_WITH
"University of California","Universityersidad de Talca",COAUTHORED_WITH
"City University of Hong Kong","East Carolina University",COAUTHORED_WITH
"University of Virginia","East Carolina University",COAUTHORED_WITH
"QSS Group, Inc., Maryland, United States","Rhode Island College",COAUTHORED_WITH
"Portland State University","University of Rhode Island",COAUTHORED_WITH
"ETS-Lindgren, ESCO Technology Company, Cedar Park, PA, United States","Florida International University",COAUTHORED_WITH
"Department of Engineering East Carolina University","Department of Engineering East Carolina University",COAUTHORED_WITH
"Department of Engineering East Carolina University","Department of Engineering East Carolina University",COAUTHORED_WITH
"East Carolina University","Computer Science and Artificial Intelligence Laboratory, MIT, Cambridge, MA 02139, United States",COAUTHORED_WITH
"Shanghai Institute of Satellite Engineering","Institute of Remote Sensing Big Data",COAUTHORED_WITH
"Institute of Mathematics","Reckitt Benckiser, 9, Moskovskij Prospekt, Kiev, 04073, Ukraine",COAUTHORED_WITH
"DePaul University","Youngstown State University",COAUTHORED_WITH
"East Carolina University","University of North Carolina at Charlotte",COAUTHORED_WITH
"Grambling State University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
"East Carolina University","East Carolina University",COAUTHORED_WITH
